number_of_reviews,price_range,ratingValue,name,address
676,Above $61,4.0,The Modern,9 W 53rd St New York NY 10019
80,$11-30,3.5,Tres Gringos Baja Cantina,"San Jose International Airport, Terminal A, Gate 12 San Jose CA 95110"
484,$11-30,4.0,Tony & Albas Pizza & Pasta,3137 Stevens Creek Blvd San Jose CA 95117
28,Under $10,4.5,PACIFIC MOON,59-02 Broadway Woodside NY 11377
277,Under $10,4.5,Areperia Arepa Lady,77-02A Roosevelt Ave Jackson Heights NY 11373
21,$11-30,3.5,Poke Village,250 E 14th St New York NY 10003
97,$11-30,4.5,Bar B,84 7th Ave New York NY 10011
221,$31-60,4.0,Queen Italian Restaurant,84 Court St Brooklyn NY 11201
180,$11-30,4.0,Skytown,921 Broadway Brooklyn NY 11206
88,Under $10,4.0,De Hot Pot,1127 Washington Ave Brooklyn NY 11225
10,Under $10,4.0,La Chula NYC,89 E 42nd St New York NY 10017
381,$11-30,4.0,Patrizia’s,35 Broadway Brooklyn NY 11249
47,Under $10,4.5,Thailicious,75 Baxter St New York NY 10013
113,$11-30,4.5,Reserve a Table,1007 50th Ave Long Island City NY 11101
6,$11-30,4.0,Ayahuasca Express Peruvian Cuisine,6860 Austin St Forest Hills NY 11375
255,$11-30,4.0,Woodrow’s,43 Murray St New York NY 10007
269,$11-30,4.0,Le P’tit Paris Bistro,256 Prospect Park W Brooklyn NY 11215
1699,$11-30,4.0,Pio Pio 8,604 10th Ave New York NY 10036
616,Above $61,4.0,Estiatorio Milos,125 W 55th St New York NY 10019
6,$11-30,5.0,Bearcat,150 Manhattan Ave Brooklyn NY 11206
520,$11-30,4.0,Café Henri,1010 50th Ave Long Island City NY 11101
1737,$31-60,4.0,Minetta Tavern,113 Macdougal St New York NY 10012
332,$11-30,4.0,Opa! Coffee & Wine Bar,2050 S Lamar Blvd Austin TX 78704
22,Under $10,4.5,El Castillo De Jagua,679 Flatbush Ave Brooklyn NY 11225
13,Under $10,4.5,Tikiyaki Hawaiian Grill,1500 Cuernavaca Dr N Austin TX 78733
121,$11-30,3.5,School House Pub,2207 Manor Rd Austin TX 78722
17,Under $10,4.5,MediterrIndian,2512 Rio Grande St Austin TX 78705
45,Under $10,4.0,"MOOYAH Burgers, Fries & Shakes",11301 Lakeline Blvd Austin TX 78717
229,$11-30,4.0,Dock & Roll Diner,700 W 6th St Austin TX 78701
85,$11-30,4.0,The Midway Food Park,1905 S Capital of Texas Hwy Austin TX 78746
7,Under $10,5.0,Tita’s,5000 Burnet Rd Austin TX 78756
103,$11-30,4.0,Cantine Italian Cafe & Bar,1100 S Lamar Blvd Austin TX 78704
14,$11-30,4.0,Hunan Chef At 620,11815 Ranch Rd 620 N Austin TX 78750
329,$11-30,3.5,Sa-By Thai,404 S 2nd St San Jose CA 95112
40,Under $10,4.0,San Jose Museum of Art Cafe Too!,110 S Market St San Jose CA 95113
235,$11-30,4.0,Los Garcias Restaurant,1390 Oakland Rd San Jose CA 95112
108,Under $10,4.0,Taqueria El Ranchito,1795 Hillsdale Ave San Jose CA 95124
111,Under $10,4.0,Thanh Son Hien Khanh,990 Story Rd San Jose CA 95122
229,$11-30,3.5,Korean Palace,2297 Stevens Creek Blvd San Jose CA 95128
646,Under $10,4.0,Chick-fil-A,53 Headquarters Dr San Jose CA 95134
151,$11-30,4.0,The Park Public House,6114 Phinney Ave N Seattle WA 98103
85,Under $10,3.5,Henry’s Taiwan Kitchen,4106 Brooklyn Ave NE Seattle WA 98105
138,$11-30,3.0,Pecos Pit Bar-B-Que,4400 35th Ave SW Seattle WA 98126
182,Under $10,4.0,Saley’s Classic,800 Olive Way Seattle WA 98101
339,$11-30,3.5,Jack’s BBQ,3924 Airport Way S Seattle WA 98108
67,Under $10,4.0,Lucky Chinese Restaurant,5807 4th Ave S Seattle WA 98108
266,$11-30,4.5,Krungthep Thai Cuisine,13260 1st Ave S Seattle WA 98168
22,$31-60,4.0,Marine Hardware,4741 Ballard Ave NW Seattle WA 98107
671,Under $10,4.5,Dahlia Bakery,2001 4th Ave Seattle WA 98121
165,Under $10,4.0,Tutt Cafe,47 Hicks St Brooklyn NY 11201
248,$11-30,4.5,Spaghetti Incident,231 Eldridge St New York NY 10002
189,$31-60,4.0,Roman’s,243 DeKalb Ave Brooklyn NY 11205
164,Under $10,4.5,George’s Sausage & Delicatessen,907 Madison St Seattle WA 98104
109,$11-30,4.0,White Tiger,601 Vanderbilt Ave Brooklyn NY 11238
67,$11-30,4.0,Oramen,579 6th Ave New York NY 10011
1154,$11-30,4.0,Cuba,222 Thompson St New York NY 10012
8,$11-30,4.5,Joe Asian & Sushi,33-19 36th Ave Astoria NY 11106
55,$31-60,4.5,Harvest Beat,1711 N 45th St Seattle WA 98103
40,$11-30,4.0,Zobel,1219 E Jefferson St Seattle WA 98122
290,$11-30,4.0,Rosita’s Mexican Grill,7210 Woodlawn Ave NE Seattle WA 98115
61,$11-30,4.0,Taqueria Cantina,2630 1st Ave Seattle WA 98121
48,$11-30,4.5,Jude’s Old Town,9252 57th Ave S Seattle WA 98118
169,Under $10,4.0,Holy Cannoli,2720 3rd Ave Seattle WA 98121
147,Under $10,4.0,U:Don,1640 12th Ave Seattle WA 98122
40,$11-30,4.0,The Egg & Us,4609 14th Ave NW Seattle WA 98107
607,$11-30,4.0,Café San Jose,1583A Meridian Ave San Jose CA 95125
249,$11-30,4.0,Country Inn Cafe,6484 Camden Ave San Jose CA 95120
478,Under $10,4.0,MOD Pizza,5670 Cottle Rd San Jose CA 95123
81,$11-30,3.5,Sushi Kan,1305 N 1st St San Jose CA 95112
1170,$11-30,4.5,Gen Korean BBQ House,190 Barber Ct Milpitas CA 95035
448,$11-30,3.0,Dynasty Chinese Seafood Restaurant,1001 Story Rd San Jose CA 95122
59,Under $10,4.0,Tortas GDL,226 W Alma Ave San Jose CA 95110
408,Under $10,4.0,In-N-Out Burger,2950 E Capitol Expy San Jose CA 95148
180,Under $10,4.0,Juicy Burger,630 Blossom Hill Rd San Jose CA 95123
1070,Under $10,3.5,Pluto’s,3055 Olin Ave San Jose CA 95128
317,$11-30,4.0,Stellar Pizza & Ale,5513 Airport Way S Seattle WA 98108
248,$11-30,4.0,Reserve a Table,6700 Middle Fiskville Rd Austin TX 78752
186,$11-30,4.0,New Awlins Cafe,8650 Spicewood Springs Rd Austin TX 78759
308,Under $10,4.0,La Cocina de Consuelo,4516 Burnet Rd Austin TX 78756
542,Under $10,4.5,Tacodeli,4200 N Lamar Blvd Austin TX 78756
38,Under $10,3.0,El Chilito,6425 Burnet Rd Austin TX 78757
116,$11-30,3.5,34th Street Cafe,1005 W 34th St Austin TX 78705
155,Under $10,4.0,Russell’s Bakery,3339 Hancock Dr Austin TX 78731
953,$11-30,3.5,Elizabeth Street Cafe,1501 S 1st St Austin TX 78704
44,$11-30,4.5,Church Bar,416 Church Ave Brooklyn NY 11218
3,$11-30,4.5,Johnny Rockets,1 Pennsylvania Plz New York NY 10119
564,$11-30,4.0,Cover 3,2700 W Anderson Ln Austin TX 78757
319,$11-30,3.5,Gran Electrica,5 Front St Brooklyn NY 11201
138,$11-30,4.5,B Squared,679 9th Ave New York NY 10036
173,$11-30,4.5,Liu’s Shanghai,1869 Bath Ave Brooklyn NY 11214
53,$11-30,4.5,Reserve a Table,644 10th Ave New York NY 10036
325,$31-60,4.0,Eddie V’s Prime Seafood,9400 B Arboretum Blvd Austin TX 78759
13,Under $10,4.0,The Peach & The Pig,3810 Airport Way S Seattle WA 98108
6,$11-30,4.0,Tivoli Cafe,283 3rd Ave New York NY 10010
77,$11-30,4.0,Bon Chovie,884 Fulton St Brooklyn NY 11238
40,$11-30,4.5,Bar LunÀtico,486 Halsey St Brooklyn NY 11233
22,$11-30,5.0,Errigo’s,502 Bay Street Staten Island NY 10304
269,$11-30,3.5,Mission Cantina,2325 California Ave SW Seattle WA 98116
353,$11-30,4.0,Can Can,94 Pike St Seattle WA 98101
195,$11-30,4.0,Crepe Cafe & Wine Bar,2118 NE 65th St Seattle WA 98115
6,$11-30,4.5,Way Back Crab Shack,1250 1st Ave S Seattle WA 98134
109,Under $10,4.5,Freshy’s,2735 California Ave SW Seattle WA 98116
118,$11-30,4.5,Heyday,1372 31st Ave S Seattle WA 98144
198,$11-30,4.0,Macrina Bakery & Cafe,1943 1st Ave S Seattle WA 98127
1306,$11-30,3.5,The 5 Point Café,415 Cedar St Seattle WA 98121
76,Under $10,4.0,El Sunzal Restaurant,642 Calles St Austin TX 78702
36,Under $10,4.5,The Hot Box Diner,805 Stark St Austin TX 78756
234,$11-30,4.0,Taco Flats,5520 Burnet Rd Austin TX 78756
284,Under $10,4.0,Milto’s,2909 Guadalupe St Austin TX 78705
816,$11-30,4.5,Rudy’s “Country Store” & Bar-B-Q,2451 S Capital Of Texas Hwy Austin TX 78746
513,$11-30,4.0,Ike’s Love & Sandwiches,75 E Santa Clara St San Jose CA 95113
118,$11-30,3.0,Annies Cafe and Bar,3600 Presidential Blvd Austin TX 78719
215,$11-30,3.0,Lucy’s Fried Chicken,2900 Ranch Road 620 N Austin TX 78734
61,$11-30,4.5,Maiwand Kabob,1202 E Santa Clara St San Jose CA 95116
110,Under $10,4.0,Tacos Autlense,1020 Story Rd San Jose CA 95122
349,Under $10,3.5,China Inn,1401 The Alameda San Jose CA 95126
4,Under $10,5.0,Los Pambazos,1358 S Winchester Blvd San Jose CA 95128
501,Under $10,3.5,Iguanas Burritozilla,4848 San Felipe Rd San Jose CA 95135
149,Under $10,3.5,Yummy Trieu Chau,1688 Alum Rock Ave San Jose CA 95116
1,Under $10,5.0,Ned Granger Cafe,314 W 11th St Austin TX 78701
122,$11-30,4.0,Pacific Rim Sushi & Yakitori Lounge,9070 Research Blvd Austin TX 78758
230,Under $10,3.5,CJ BBQ,461 Blossom Hill Rd San Jose CA 95123
9,,4.5,Home Style Crepes,1207 South 1 St Austin TX 78704
248,Under $10,4.0,Workhorse Bar,100 N Loop Blvd E Austin TX 78751
343,$11-30,4.0,Mikado Ryotei,9033 Research Blvd Austin TX 78758
680,$11-30,4.0,Reserve a Table,207 San Jacinto Blvd Austin TX 78701
523,$11-30,3.5,Hyde Park Bar & Grill Central,4206 Duval St Austin TX 78751
211,$11-30,4.5,Vinason Pho And Grill,2134 Westlake Ave Seattle WA 98121
157,$11-30,4.5,Bar Cotto,1546 15th Ave Seattle WA 98122
68,Under $10,4.0,Teriyaki Bowl,718 Taylor Ave N Seattle WA 98109
928,$11-30,4.0,La Isla Cuisine,2320 NW Market St Seattle WA 98107
155,$11-30,4.5,Bait Shop,606 Broadway E Seattle WA 98102
342,$11-30,4.0,Jhanjay Vegetarian Thai Cuisine,1718 N 45th St Seattle WA 98103
112,Under $10,4.5,Eggs & Plants,2229 5th Ave Seattle WA 98121
402,$11-30,4.0,The Saint,1416 E Olive Way Seattle WA 98122
34,$11-30,3.5,Pho Tick Tock,989 Story Rd San Jose CA 95122
76,Under $10,3.5,Hawaiian BBQ,6233 Santa Teresa Blvd San Jose CA 95119
161,$11-30,3.5,Kampai Bar & Grill,519 W Capitol Expy San Jose CA 95136
22,Under $10,4.0,Crepes & More,87 N San Pedro St San Jose CA 95110
129,$11-30,3.5,Magnolia Village Pub,3221 W McGraw St Seattle WA 98199
479,Under $10,4.0,The Sandwich Spot,5126 Stevens Creek Blvd San Jose CA 95051
305,Under $10,4.0,MOD Pizza,530 Newhall Dr San Jose CA 95110
185,Under $10,4.0,The Tamale Factory,233 S White Rd San Jose CA 95127
710,$11-30,3.0,Kumako,211 Jackson St San Jose CA 95112
402,Under $10,3.5,Dakao,98 E San Salvador St San Jose CA 95112
61,Under $10,4.0,Yen Ching Chinese Food,3855 7 Trees Blvd San Jose CA 95111
163,Under $10,3.5,Pho LA,6055 Snell Ave San Jose CA 95123
288,$11-30,4.0,Seven Seas Sushi,130 E Santa Clara St San Jose CA 95113
41,Under $10,4.5,Artessano,1211 E 6th St Austin TX 78702
241,$11-30,2.5,BluWater Bistro,102 Lakeside Ave Seattle WA 98122
281,$11-30,4.0,La Fontana Siciliana,120 Blanchard St Seattle WA 98121
1067,Under $10,4.0,Red Mill Burgers,312 N 67th St Seattle WA 98103
165,$11-30,4.0,Indo Cafe,13754 Aurora Ave N Seattle WA 98133
228,$11-30,4.0,Norikoh,10 E 39 St New York NY 10016
1029,$11-30,4.0,HoneyHole Sandwiches,703 E Pike St Seattle WA 98122
13,Under $10,3.5,LooK Noodles & More,1914 Guadalupe St Austin TX 78705
134,$11-30,4.0,Locol Barley & Vine,7902 35th Ave SW Seattle WA 98126
454,$11-30,4.0,Bombay Bistro,10710 Research Blvd Austin TX 78759
156,$11-30,3.5,Layla’s Bistro,4472 Pearl Ave San Jose CA 95136
167,$11-30,3.5,Flour and Vine,300 S Lamar Blvd Austin TX 78704
1134,$11-30,3.5,Layang Layang,1480 S De Anza Blvd San Jose CA 95129
121,$11-30,3.5,Pho Ga Nha - Chicken Pho House,930 Story Rd San Jose CA 95122
174,$11-30,4.0,Meze,6601 13th Ave Brooklyn NY 11219
4,Under $10,4.0,Mexico Diner,902 Cortelyou Rd Brooklyn NY 11218
289,$11-30,4.0,Takesushi,43-46 42nd St Sunnyside NY 11104
57,Under $10,4.5,Roasted Corn Stand,9811 15th Ave SW Seattle WA 98106
113,$31-60,3.5,Savore Ristorante,200 Spring St New York NY 10012
196,$11-30,4.0,EastWick,112 Graham Ave Brooklyn NY 11206
118,$11-30,4.5,Salud Bar & Grill,1413 Bushwick Ave Brooklyn NY 11207
288,$11-30,4.5,The Saint Austere,613 Grand St Brooklyn NY 11211
5,$11-30,3.0,Lou De Fong/老 地 方,773 51st St Brooklyn NY 11220
28,Under $10,4.5,To Two Boonsik,97 Canal St New York NY 10002
962,$11-30,3.5,Etta’s,2020 Western Ave Seattle WA 98121
153,Under $10,4.0,Marco Polo Bar & Grill,5613 4th Ave S Seattle WA 98108
768,$31-60,4.0,Gato,324 Lafayette St New York NY 10012
15,Under $10,4.0,Van Loi Noodle Company,3228 Rainier Ave S Seattle WA 98144
246,$11-30,4.0,Toyoda Sushi,12543 Lake City Way NE Seattle WA 98125
576,$11-30,4.0,Canon,928 12th Ave Seattle WA 98122
89,Under $10,4.0,King Donuts,9232 Rainier Ave S Seattle WA 98118
252,Under $10,4.0,Mediterranean Express,1417 Broadway Seattle WA 98122
57,$11-30,4.0,Giovanni’s Pizza,862 N 13th St San Jose CA 95112
559,$11-30,4.0,Kisaku Sushi,2101 N 55th St Seattle WA 98103
146,$11-30,3.0,China Wok,9 N Market St San Jose CA 95113
232,Under $10,4.0,Pacific Inn Pub,3501 Stone Way N Seattle WA 98103
322,Under $10,4.0,Loving Hut,925 Blossom Hill Rd San Jose CA 95123
39,Under $10,3.5,Mumfresh,Westfield's Shopping Ctr San Jose CA 95123
449,$11-30,3.5,The Fish Market,1007 Blossom Hill Rd San Jose CA 95123
1,$31-60,5.0,La Perlita,227 Congress Avenue Austin TX 78701
32,Under $10,4.5,Dong Phuong Tofu,1156 Story Rd San Jose CA 95122
368,Under $10,4.0,Chen’s Noodle House,8650 Spicewood Springs Rd Austin TX 78759
251,$11-30,3.5,Edna Ray,1181 Lincoln Ave San Jose CA 95125
26,$11-30,3.0,Onion Creek Grille,4140 Governors Row Austin TX 78744
1712,$11-30,4.0,Reserve a Table,1875 S Bascom Ave Campbell CA 95008
629,$11-30,3.5,Hoover’s Cooking,2002 Manor Rd Austin TX 78722
17,Under $10,5.0,2N1 Salad Bar and Grill,901 W Braker Ln Austin TX 78758
10,Under $10,5.0,Sundance BBQ,Circle Dr and Thomas Springs Rd off of Either 290 Or 71 W Austin TX 78747
189,Under $10,4.5,Bombay Dhaba,1207 S 1st St Austin TX 78704
184,$31-60,4.0,Periyali,35 W 20th St New York NY 10011
324,$11-30,4.0,Beso,11 Schuyler St Staten Island NY 10301
35,Under $10,3.5,Pollo Tropical,211 S Lamar Blvd Austin TX 78704
7175,$11-30,4.0,Katz’s Delicatessen,205 E Houston St New York NY 10002
17,$11-30,4.0,Fields Good Chicken,148 Madison Ave New York NY 10016
754,Under $10,4.0,Tacodeli,12001 N Burnet Rd Austin TX 78758
75,$11-30,4.0,El Atoradero Brooklyn,708 Washington Ave Brooklyn NY 11238
43,$31-60,4.0,Augustine,5 Beekman St New York NY 10038
2,$11-30,5.0,Tina’s Cuban Cuisine,940 3rd Ave New York NY 10022
677,$11-30,4.0,Hometown Bar-B-Que,454 Van Brunt St Brooklyn NY 11231
61,$31-60,4.0,Westlight,111 N 12th St Brooklyn NY 11249
149,Above $61,4.5,Momofuku Ko,8 Extra Pl New York NY 10003
160,$11-30,3.5,Bok a Bok Fried Chicken,1521 SW 98th St Seattle WA 98106
73,$11-30,4.5,Campfire BBQ,706 Taylor Ave N Seattle WA 98109
33,$11-30,4.5,JarrBar,1432 Western Ave Seattle WA 98101
124,$11-30,4.5,Villa Escondida,2203 1st Ave Seattle WA 98121
1007,$11-30,4.0,Café Presse,1117 12th Ave Seattle WA 98122
54,Under $10,4.5,Fuji Bakery,1030 Elliott Ave W Seattle WA 98119
120,Under $10,3.5,Grecian Corner,100 4th Ave N Seattle WA 98109
71,Under $10,4.5,Adey Abeba Ethiopian Restaurant,2123 E Union St Seattle WA 98122
499,$11-30,4.0,House Pizzeria,5111 Airport Blvd Austin TX 78751
940,$11-30,4.0,Plum Vegan Bistro,1429 12th Ave Seattle WA 98122
598,Under $10,4.0,Jo’s Coffee,1300 S Congress Ave Austin TX 78704
45,$11-30,4.5,Sushi Ocean,16238 Ranch Road 620 N Austin TX 78717
53,Under $10,4.0,Taqueria Los Altos,3301 N Interstate 35 Austin TX 78722
44,Under $10,3.5,Pieology Pizzeria,1201 Barbara Jordan Blvd Austin TX 78723
277,Under $10,4.5,Pueblo Viejo,1606 E 6th St Austin TX 78702
84,$11-30,5.0,Bistro Vonish,701 E 53rd St Austin TX 78751
54,$11-30,4.0,Dock and Roll Diner,1905 Capital of Texas Hwy Austin TX 78746
758,$11-30,4.0,Bill’s Cafe,302 N Bascom Ave San Jose CA 95128
628,Under $10,3.5,Bijan Bakery & Cafe,170 S Market St San Jose CA 95113
5,,2.5,AJ’s Bar and Grill,Radisson San Jose CA 95112
80,Under $10,4.0,La Peñita Restaurant,601 S 1st St San Jose CA 95113
105,$11-30,3.0,Fountain Restaurant,170 South Market St San Jose CA 95113
295,Under $10,4.0,Com Tam Thien Huong,2859 Senter Rd San Jose CA 95111
236,Under $10,3.5,Philly’s Cheesesteaks & Wings,2561 N 1st St San Jose CA 95131
1100,Under $10,3.0,La Victoria Taqueria,5015 Almaden Expy San Jose CA 95118
7,Under $10,5.0,Tim Horton’s,1562 Hylan Blvd Staten Island NY 10305
646,$31-60,4.0,Print,653 11th Ave New York NY 10036
1404,$11-30,4.0,Queens Comfort,40-09 30th Ave Astoria NY 11103
750,$11-30,3.5,Blush Raw Bar Lounge,100 N Almaden Ave San Jose CA 95110
12,,5.0,Nicandra’s,264 Irving Ave Brooklyn NY 11237
163,$11-30,4.5,La Shuk,1569 Lexington Ave New York NY 10029
89,Above $61,4.0,Le Coucou,138 Lafayette St New York NY 10013
60,$11-30,4.0,Takumen,5-50 50th Ave Long Island City NY 11101
67,$11-30,4.0,Baoburg,614 Manhattan Ave Brooklyn NY 11222
523,$11-30,4.0,Reserve a Table,787 Union St Brooklyn NY 11215
314,$11-30,4.0,Hi Spot Cafe,1410 34th Ave Seattle WA 98122
144,$11-30,4.0,Artusi,1535 14th Ave Seattle WA 98122
208,Under $10,4.5,Cederberg Tea House,1417 Queen Anne Ave N Seattle WA 98109
132,$11-30,4.0,Taste Of The Caribbean,1212 E Jefferson St Seattle WA 98122
264,$11-30,4.0,Hiroki,2224 N 56th St Seattle WA 98103
467,$31-60,3.5,Mistral Kitchen,2020 Westlake Ave Seattle WA 98121
5,Under $10,4.5,Metropolitan Deli + Cafe,209 Yale Ave Seattle WA 98109
41,Under $10,5.0,Mad Dawg’s Hot Dogs,W Mercer St Seattle WA 98119
321,$11-30,4.0,Bombay Bistro,4200 S Lamar Blvd Austin TX 78704
471,Under $10,4.5,Royal Grinders,3526 Fremont Pl N Seattle WA 98103
221,$11-30,3.5,Pad Thai,1201 Barbara Jordan Blvd Austin TX 78723
663,$11-30,4.0,Halcyon,218 W 4th St Austin TX 78701
704,Under $10,4.5,Café Java,11900 Metric Blvd Austin TX 78758
182,$11-30,4.0,Tony C’s Coal Fired Pizza,12800 Hill Country Blvd Austin TX 78738
6,Under $10,5.0,Crazy Ricky’s Dawg House,Hotel Vegas Patio Austin TX 78702
22,Under $10,4.0,Dragon Express,14300 FM 969 Austin TX 78724
150,$11-30,3.5,The Grove Wine Bar & Kitchen,3001 RR 620 S Austin TX 78738
521,Under $10,4.5,Valentina’s Tex Mex BBQ,11500 Manchaca Rd Austin TX 78748
427,$11-30,4.0,Pizza California,1708 Oakland Rd San Jose CA 95131
304,$11-30,3.5,Blackfinn Ameripub,11410 Century Oaks Ter Austin TX 78759
308,$11-30,3.5,Wing’s Chinese Restaurant,131 Jackson St San Jose CA 95112
124,Under $10,4.0,King’s Burger House,980 S King Rd San Jose CA 95116
1,,5.0,Michi Vino,1887 Matrix Blvd San Jose CA 95110
241,Under $10,4.0,Bun Bo Hue,2871 Senter Rd San Jose CA 95111
55,Under $10,4.5,Pho Pasteur,Inside Lion Plz Food Ct San Jose CA 95122
816,$11-30,3.5,SmokeEaters,29 S 3rd St San Jose CA 95113
40,$11-30,3.5,Pho Co,979 Story Rd San Jose CA 95122
29,Under $10,3.5,Van An,1735 Berryessa Rd San Jose CA 95133
503,$11-30,4.0,Tony Di Maggio’s Pizza,3852 Monterey Hwy San Jose CA 95111
398,$11-30,3.5,Endolyne Joes,9261 45th Ave SW Seattle WA 98136
411,Under $10,4.5,Michou,1904 Pike Pl Seattle WA 98101
90,Above $61,4.0,Reserve a Table,1449 E Pine St Seattle WA 98122
756,$31-60,4.0,Ray’s Boathouse,6049 Seaview Ave NW Seattle WA 98107
383,Under $10,4.5,Morsel and Bean,5905 15th Ave NW Seattle WA 98107
428,Under $10,3.5,Thai Kitchen,3009 Guadalupe St Austin TX 78705
16,$11-30,4.5,Kabsa House,12340 Lake City Way NE Seattle WA 98125
245,$11-30,3.5,The League Kitchen & Tavern,10526 W Parmer Ln Austin TX 78717
428,Under $10,4.0,Sarah’s Mediterranean Grill & Market,5222 Burnet Rd Austin TX 78756
109,Under $10,4.0,Taquería Chapala,2101 E Cesar Chavez St Austin TX 78702
802,Under $10,4.5,Tacodeli,1500 Spyglass Dr Austin TX 78746
166,$11-30,4.0,Cho Sushi Japanese Fusion,4300 N Quinlan Park Rd Austin TX 78732
24,Under $10,4.5,Wild Burgers,1211 E 6th St Austin TX 78702
261,$11-30,4.5,Stuffed Cajun Meat Market,12226 Ranch Rd 620 Austin TX 78750
468,Under $10,3.5,Hue Restaurant,3005 Silver Creek Rd San Jose CA 95121
67,Under $10,4.0,Aroi Thai Cuisine,12024 W Hwy 290 Austin TX 78737
247,Under $10,2.5,La Victoria Taqueria,1415 N 4th St San Jose CA 95112
381,$11-30,3.5,Rosie’s New York Pizza,1285 The Alameda San Jose CA 95126
8,$11-30,4.5,Bread Box,290 Barnard Ave San Jose CA 95125
98,Under $10,4.0,Angie’s Pizza Italian Restaurant,1535 S Winchester Blvd San Jose CA 95128
287,Under $10,3.5,Pho Ga An Nam,740 Story Rd San Jose CA 95122
151,Under $10,3.5,Hawaiian Drive Inn,304 E Santa Clara St San Jose CA 95113
91,$11-30,4.5,Dizengoff NYC,75 9th Ave New York NY 10011
178,$11-30,4.0,The Wurst Place,510 Westlake Ave N Seattle WA 98102
394,$11-30,3.5,Eastlake Bar & Grill,2947 Eastlake Ave E Seattle WA 98102
13,$31-60,4.0,Luigi’s Italian Eatery,625 1st Ave Seattle WA 98104
222,$11-30,4.0,All Star Burger,12921 Hill Country Blvd Austin TX 78738
38,Under $10,4.5,Onderdonk & Sons,566 Onderdonk Ave Ridgewood NY 11385
299,$11-30,4.0,Phara’s Mediterranean Cuisine,111 E North Loop Blvd Austin TX 78751
215,Under $10,4.0,Senor Taco Taqueria,1375 Blossom Hill Rd San Jose CA 95118
479,$11-30,4.0,Alibi Room,85 Pike St Seattle WA 98101
209,$11-30,4.5,Rain Shadow Meats Squared,404 Occidental Ave S Seattle WA 98104
605,Under $10,4.0,Ezell’s Famous Chicken,501 23rd Ave Seattle WA 98122
10,$11-30,3.0,Lotus Cafe,Casino M8trix San Jose CA 95110
387,$11-30,4.0,Ox Tavern,1301 Newkirk Ave Brooklyn NY 11230
11,Under $10,3.0,Big Tree BBQ,5175 Moorpark Ave San Jose CA 95129
348,Under $10,3.5,Boba Bar,310 S 3rd St San Jose CA 95112
2,$11-30,2.5,Yuzhou Tonic House,780 S Winchester Blvd San Jose CA 95128
26,Under $10,3.5,3 Woks Down,1914 Guadalupe Austin TX 78705
244,Under $10,4.0,Mr. Natural,1901 E Cesar Chavez St Austin TX 78702
329,$11-30,3.5,Cedar Door,201 Brazos St Austin TX 78701
390,$11-30,4.0,Fado Irish Pub & Restaurant,214 W 4th St Austin TX 78701
708,$11-30,3.5,Chez Zee American Bistro,5406 Balcones Dr Austin TX 78731
126,$11-30,3.5,Patsy’s Cafe,5001 E Ben White Blvd Austin TX 78741
97,Under $10,4.0,Austin’s Habibi,817 W 5th St Austin TX 78703
659,$11-30,4.0,Terry Black’s Barbecue,1003 Barton Springs Rd Austin TX 78704
278,$11-30,3.5,Pelon’s Tex-Mex,802 Red River St Austin TX 78701
104,$11-30,4.5,Saigon Grill & Bar,4521 Ave N Brooklyn NY 11234
1006,$11-30,3.5,The Smith,1900 Broadway New York NY 10023
300,$11-30,4.5,Bunna Cafe,1084 Flushing Ave Brooklyn NY 11237
9,$11-30,5.0,Istanblue Kings Restaurant,428 Kings Hwy Brooklyn NY 11223
162,Under $10,4.0,Kai Feng Fu,4801 8th Ave Brooklyn NY 11220
326,$11-30,4.0,Fiore,284 Grand St Brooklyn NY 11211
16,$11-30,4.0,Curry Bo,136-20 38th Ave Flushing NY 11354
277,$31-60,4.5,The Eddy,342 E 6th St New York NY 10003
265,$11-30,3.5,Extra Fancy,302 Metropolitan Ave Brooklyn NY 11211
131,$11-30,4.0,Tamashii Blue,47-36 Vernon Blvd Long Island City NY 11101
235,Under $10,3.5,Pho Viet,2557 N 1st St San Jose CA 95131
737,$11-30,4.0,Cicero’s Pizza,6138 Bollinger Rd San Jose CA 95129
12,$11-30,4.0,Tres Amigos Taco Shop,1996 Tully Rd San Jose CA 95122
196,$11-30,4.0,Ella Kitchen & Bar,249 Columbus Ave New York NY 10023
272,$11-30,3.0,Fantazia Thai Cuisine,1100 N 1st St San Jose CA 95112
156,Under $10,4.0,Metro Balderas 1,688 S Almaden Ave San Jose CA 95110
410,$11-30,3.5,Sushi Boat,1600 Saratoga Ave San Jose CA 95129
16,Under $10,4.0,Beryl’s Place,2860 Zanker Rd San Jose CA 95134
3,Under $10,4.0,Cozumel Tortilla,877 10th Ave New York NY 10019
3430,$11-30,4.0,Clinton Street Baking Company,4 Clinton St New York NY 10002
133,$11-30,4.0,Industry 1332,1332 Halsey St Brooklyn NY 11237
780,Above $61,4.5,Blue Hill,75 Washington Pl New York NY 10011
9,$31-60,5.0,La Diagonal,185 Saint Nicholas Ave New York NY 10026
165,Under $10,4.0,Eim Khao Mun Kai Elmhurst,81-32 Broadway Elmhurst NY 11373
458,$31-60,4.0,Raymi,43 W 24th St New York NY 10010
1213,$11-30,4.0,Fish,280 Bleecker St New York NY 10014
60,Under $10,4.0,El Grullo Taqueria Y Mariscos,797 S Almaden Ave San Jose CA 95110
458,Under $10,3.0,Pho Tau Bay,454 Keyes St San Jose CA 95112
