,_id,ltable_ID,rtable_ID,ltable_name,ltable_address,ltable_ratingValue,ltable_price_range,ltable_number_of_reviews,rtable_name,rtable_address,rtable_ratingValue,rtable_price_range,rtable_number_of_reviews
1614,1614,2602,2023,dynasty chinese seafood ,1001 Story Rd San Jose CA 95122,3.0,$20,448,dynasty,1001 Story Road San Jose CA 95122,3.1,$30,2
1615,1615,2605,1049,juicy burger,630 Blossom Hill Rd San Jose CA 95123,4.0,$5,180,juicy burger,630 Blossom Hill Road  San Jose CA 95123,3.4,$25,3
1616,1616,2606,763,pluto’s,3055 Olin Ave San Jose CA 95128,3.5,$5,1070,pluto's,Santana Row 3055 Olin Avenue Suite 1020 San Jose CA 95128,3.5,$30,3
1617,1617,2609,841,new awlins cafe,8650 Spicewood Springs Rd Austin TX 78759,4.0,$20,186,asia cafe,8650 Spicewood Springs Road Austin TX 78759,4.1,$35,25
1618,1618,2609,1455,new awlins cafe,8650 Spicewood Springs Rd Austin TX 78759,4.0,$20,186,camino real,8650 Spicewood Springs Road Austin TX 78759,3.5,$30,7
1619,1619,2609,1975,new awlins cafe,8650 Spicewood Springs Rd Austin TX 78759,4.0,$20,186,new awlins cafe,8650 Spicewood Springs Road Suite 111 Austin TX 78759,3.4,$25,8
1620,1620,2611,1103,tacodeli,4200 N Lamar Blvd Austin TX 78756,4.5,$5,542,tacodeli,4200 N Lamar Blvd TX 78756,3.5,$20,10
1621,1621,2613,1454,34th street cafe,1005 W 34th St Austin TX 78705,3.5,$20,116,34th street cafe,1005 W 34th St Austin TX 78705,3.6,$60,13
1622,1622,2614,2391,russell’s bakery,3339 Hancock Dr Austin TX 78731,4.0,$5,155,russell's bistro,1601 W 38th St Austin TX 78731,3.5,$50,13
1623,1623,2615,134,elizabeth street cafe,1501 S 1st St Austin TX 78704,3.5,$20,953,gourdough's,1503 S 1st St Austin TX 78704,4.6,$20,96
1624,1624,2615,345,elizabeth street cafe,1501 S 1st St Austin TX 78704,3.5,$20,953,elizabeth street cafe,1501 S 1st St Austin TX 78704,3.7,$60,46
1625,1625,2615,3062,elizabeth street cafe,1501 S 1st St Austin TX 78704,3.5,$20,953,regal ravioli,1502 S 1st St Austin TX 78704,3.2,$30,8
1626,1626,2615,3159,elizabeth street cafe,1501 S 1st St Austin TX 78704,3.5,$20,953,dock & roll diner,1503 S 1st St Austin TX 78704,3.3,$35,9
1627,1627,2618,817,cover 3,2700 W Anderson Ln Austin TX 78757,4.0,$20,564,cover 3,2700 W Anderson Lane Suite 202 Austin TX 78757,3.9,$60,18
1628,1628,2618,859,cover 3,2700 W Anderson Ln Austin TX 78757,4.0,$20,564,madam mam's,2700 W Anderson Lane Austin TX 78757,3.5,$30,19
1629,1629,2618,1634,cover 3,2700 W Anderson Ln Austin TX 78757,4.0,$20,564,alamo drafthouse,2700 W Anderson Lane Austin TX 78757,3.7,$50,8
1630,1630,2618,1891,cover 3,2700 W Anderson Ln Austin TX 78757,4.0,$20,564,shabu hot pot and noodle bar,2700 W Anderson Lane Austin TX 78757,3.6,$50,7
1631,1631,2619,153,gran electrica,5 Front St Brooklyn NY 11201,3.5,$20,319,grimaldi's pizzeria,1 Front St Brooklyn NY 11201,4.5,$50,186
1632,1632,2619,213,gran electrica,5 Front St Brooklyn NY 11201,3.5,$20,319,grimaldi's pizzeria,1 Front St Brooklyn NY 11201,4.5,$50,186
1633,1633,2623,34,eddie v’s prime seafood,9400 B Arboretum Blvd Austin TX 78759,4.0,$45,325,z' tejas southwestern grill,9400 A Arboretum Blvd Austin TX 78759,4.0,$50,32
1634,1634,2623,317,eddie v’s prime seafood,9400 B Arboretum Blvd Austin TX 78759,4.0,$45,325,eddie v's prime seafood,9400 B Arboretum Blvd Austin TX 78759,4.0,$150,35
1635,1635,2629,1774,mission cantina,2325 California Ave SW Seattle WA 98116,3.5,$20,269,mission,2325 California Avenue SW Seattle WA 98116,3.7,$40,17
1636,1636,2631,2368,crepe cafe & wine bar,2118 NE 65th St Seattle WA 98115,4.0,$20,195,crepe cafe and wine bar,2118 NE 65th St Seattle WA 98115,3.6,$35,21
1637,1637,2631,2670,crepe cafe & wine bar,2118 NE 65th St Seattle WA 98115,4.0,$20,195,bagel oasis,2112 NE 65th St Seattle WA 98115,3.4,$25,13
1638,1638,2636,571,the 5 point café,415 Cedar St Seattle WA 98121,3.5,$20,1306,the 5 point cafe,415 Cedar St Seattle WA 98121,3.8,$35,48
1639,1639,2637,3075,el sunzal ,642 Calles St Austin TX 78702,4.0,$5,76,el sunzal,642 Calles St Austin TX 78702,3.2,$35,10
1640,1640,2641,51,rudy’s “country store” & bar-b-q,2451 S Capital Of Texas Hwy Austin TX 78746,4.5,$20,816,rudy's country store and bar-b-q,2451 S Capital Of Texas Highway Austin TX 78746,4.2,$30,26
1641,1641,2642,761,ike’s love & sandwiches,75 E Santa Clara St San Jose CA 95113,4.0,$20,513,ike's love & sandwiches,75 East Santa Clara St San Jose CA 95113,3.1,$13,4
1642,1642,2642,977,ike’s love & sandwiches,75 E Santa Clara St San Jose CA 95113,4.0,$20,513,curry pundits,30 E Santa Clara St San Jose CA 95113,-,$40,1
1643,1643,2642,2025,ike’s love & sandwiches,75 E Santa Clara St San Jose CA 95113,4.0,$20,513,muchos,72 E Santa Clara St San Jose CA 95113,3.3,$25,3
1644,1644,2642,2568,ike’s love & sandwiches,75 E Santa Clara St San Jose CA 95113,4.0,$20,513,bakery mexico,87 E Santa Clara St San Jose CA 95113,3.1,$20,1
1645,1645,2642,2650,ike’s love & sandwiches,75 E Santa Clara St San Jose CA 95113,4.0,$20,513,taqueria san jose,235 E Santa Clara St San Jose CA 95113,3.1,$25,1
1646,1646,2642,3090,ike’s love & sandwiches,75 E Santa Clara St San Jose CA 95113,4.0,$20,513,dive bar,78 E Santa Clara St San Jose CA 95113,-,$25,1
1647,1647,2647,1176,china inn,1401 The Alameda San Jose CA 95126,3.5,$5,349,china inn,1401 The Alameda Suite 10 San Jose CA 95126,3.6,$45,1
1648,1648,2649,1166,iguanas burritozilla,4848 San Felipe Rd San Jose CA 95135,3.5,$5,501,iguanas,4848 San Felipe Road San Jose CA 95135,3.4,$45,5
1649,1649,2651,1104,ned granger cafe,314 W 11th St Austin TX 78701,5.0,$5,1,arturo's underground cafe,314 W 17th St Austin TX 78701,3.6,$30,5
1650,1650,2652,852,pacific rim sushi & yakitori lounge,9070 Research Blvd Austin TX 78758,4.0,$20,122,mikado ryotei,9033 Research Blvd Austin TX 78758,3.9,$65,17
1651,1651,2652,2769,pacific rim sushi & yakitori lounge,9070 Research Blvd Austin TX 78758,4.0,$20,122,sherlock's baker st. pub & grill,9012 Research Blvd Austin TX 78758,3.1,$40,4
1652,1652,2653,754,cj bbq,461 Blossom Hill Rd San Jose CA 95123,3.5,$5,230,cj bbq,461 Blossom Hill Road San Jose CA 95123,3.3,$40,1
1653,1653,2656,852,mikado ryotei,9033 Research Blvd Austin TX 78758,4.0,$20,343,mikado ryotei,9033 Research Blvd Austin TX 78758,3.9,$65,17
1654,1654,2656,2769,mikado ryotei,9033 Research Blvd Austin TX 78758,4.0,$20,343,sherlock's baker st. pub & grill,9012 Research Blvd Austin TX 78758,3.1,$40,4
1655,1655,2657,444,reserve a table,207 San Jacinto Blvd Austin TX 78701,4.0,$20,680,p.f. chang's,201 San Jacinto Blvd Austin TX 78701,4.0,$75,11
1656,1656,2657,899,reserve a table,207 San Jacinto Blvd Austin TX 78701,4.0,$20,680,scholz garten,1607 San Jacinto Blvd Austin TX 78701,3.6,$40,17
1657,1657,2657,1632,reserve a table,207 San Jacinto Blvd Austin TX 78701,4.0,$20,680,the backspace,507 San Jacinto Blvd Austin TX 78701,3.6,$75,15
1658,1658,2658,28,hyde park bar & grill central,4206 Duval St Austin TX 78751,3.5,$20,523,hyde park bar & grill,4206 Duval St Austin TX 78751,4.3,$50,38
1659,1659,2662,257,la isla cuisine,2320 NW Market St Seattle WA 98107,4.0,$20,928,la isla,2320 NW Market St Seattle WA 98107,4.3,$50,60
1660,1660,2662,625,la isla cuisine,2320 NW Market St Seattle WA 98107,4.0,$20,928,ocho,2325 NW Market St Seattle WA 98107,4.2,$40,40
1661,1661,2663,873,bait shop,606 Broadway E Seattle WA 98102,4.5,$20,155,pho cyclo cafe,406 Broadway E Seattle WA 98102,3.7,$25,23
1662,1662,2664,2881,jhanjay vegetarian thai cuisine,1718 N 45th St Seattle WA 98103,4.0,$20,342,chocolati caf,1716 N 45th St Seattle WA 98103,3.3,$15,13
1663,1663,2666,1389,the saint,1416 E Olive Way Seattle WA 98122,4.0,$20,402,the saint,1416 East Olive Way Seattle WA 98122,3.7,$50,24
1664,1664,2668,1047,hawaiian bbq,6233 Santa Teresa Blvd San Jose CA 95119,3.5,$5,76,shiki japanese,6229 Santa Teresa Blvd San Jose CA 95119,3.6,$13,4
1665,1665,2668,1198,hawaiian bbq,6233 Santa Teresa Blvd San Jose CA 95119,3.5,$5,76,moonbean's coffee,6219 Santa Teresa Blvd San Jose CA 95119,3.7,$45,4
1666,1666,2675,419,kumako,211 Jackson St San Jose CA 95112,3.0,$20,710,kumako,211 Jackson St San Jose CA 95112,3.7,$35,7
1667,1667,2675,752,kumako,211 Jackson St San Jose CA 95112,3.0,$20,710,kaita,215 Jackson St San Jose CA 95112,3.3,$30,2
1668,1668,2675,1434,kumako,211 Jackson St San Jose CA 95112,3.0,$20,710,shuei-do manju shop,217 Jackson St San Jose CA 95112,3.2,$30,3
1669,1669,2676,586,dakao,98 E San Salvador St San Jose CA 95112,3.5,$5,402,dakao,98 East San Salvador St San Jose CA 95112,3.6,$10,4
1670,1670,2676,1157,dakao,98 E San Salvador St San Jose CA 95112,3.5,$5,402,dalat,408 E William St San Jose CA 95112,3.5,$50,1
1671,1671,2678,976,pho la,6055 Snell Ave San Jose CA 95123,3.5,$5,163,pho my,5499 Snell Avenue San Jose CA 95123,3.7,$15,1
1672,1672,2679,977,seven seas sushi,130 E Santa Clara St San Jose CA 95113,4.0,$20,288,curry pundits,30 E Santa Clara St San Jose CA 95113,-,$40,1
1673,1673,2680,55,artessano,1211 E 6th St Austin TX 78702,4.5,$5,41,buenos aires cafe,1201 E 6th St Austin TX 78702,4.1,$70,26
1674,1674,2681,706,bluwater bistro,102 Lakeside Ave Seattle WA 98122,2.5,$20,241,plum bistro,1429 12th Avenue Seattle WA 98122,3.9,$80,48
1675,1675,2681,2590,bluwater bistro,102 Lakeside Ave Seattle WA 98122,2.5,$20,241,bluwater bistro,102 Lakeside Avenue Seattle WA 98122,2.9,$60,20
1676,1676,2682,2453,la fontana siciliana,120 Blanchard St Seattle WA 98121,4.0,$20,281,la fontana siciliana,120 Blanchard St Seattle WA 98121,3.8,$60,22
1677,1677,2683,233,red mill burgers,312 N 67th St Seattle WA 98103,4.0,$5,1067,red mill burgers,312 North 67th St Seattle WA 98103,4.4,$20,117
1678,1678,2684,2863,indo cafe,13754 Aurora Ave N Seattle WA 98133,4.0,$20,165,indo caf,13754 Aurora Avenue N Suite D Seattle WA 98133,3.5,$25,8
1679,1679,2686,82,honeyhole sandwiches,703 E Pike St Seattle WA 98122,4.0,$20,1029,honey hole,703 East Pike St Seattle WA 98122,4.6,$30,60
1680,1680,2687,2406,look noodles & more,1914 Guadalupe St Austin TX 78705,3.5,$5,13,coco's cafe,1910 Guadalupe St Austin TX 78705,3.6,$30,9
1681,1681,2689,340,bombay bistro,10710 Research Blvd Austin TX 78759,4.0,$20,454,the cheesecake factory,10000 Research Blvd Austin TX 78759,3.9,$80,31
1682,1682,2689,823,bombay bistro,10710 Research Blvd Austin TX 78759,4.0,$20,454,bombay bistro,10710 Research Blvd Suite 126 Austin TX 78759,4.0,$45,23
1683,1683,2689,1083,bombay bistro,10710 Research Blvd Austin TX 78759,4.0,$20,454,catfish parlour,11910 Research Blvd Austin TX 78759,3.6,$45,16
1684,1684,2689,1974,bombay bistro,10710 Research Blvd Austin TX 78759,4.0,$20,454,brio tuscan grille,10000 Research Blvd Austin TX 78759,3.2,$70,9
1685,1685,2691,118,flour and vine,300 S Lamar Blvd Austin TX 78704,3.5,$20,167,kerbey lane cafe,3003 S Lamar Blvd Austin TX 78704,4.2,$35,58
1686,1686,2691,860,flour and vine,300 S Lamar Blvd Austin TX 78704,3.5,$20,167,gourdough's public house,2700 S Lamar Blvd Austin TX 78704,3.7,$40,18
1687,1687,2691,1618,flour and vine,300 S Lamar Blvd Austin TX 78704,3.5,$20,167,wholly cow burgers,3010 S Lamar Blvd Austin TX 78704,3.6,$30,18
1688,1688,2691,2110,flour and vine,300 S Lamar Blvd Austin TX 78704,3.5,$20,167,pei wei,4200 S Lamar Blvd Austin TX 78704,3.7,$25,6
1689,1689,2691,2482,flour and vine,300 S Lamar Blvd Austin TX 78704,3.5,$20,167,olive garden,3940 S Lamar Blvd Austin TX 78704,3.1,$30,4
1690,1690,2691,2760,flour and vine,300 S Lamar Blvd Austin TX 78704,3.5,$20,167,bombay bistro,4200 S Lamar Blvd Austin TX 78704,3.8,$45,9
1691,1691,2691,2923,flour and vine,300 S Lamar Blvd Austin TX 78704,3.5,$20,167,rockin tomato,3003 S Lamar Blvd Austin TX 78704,3.7,$35,6
1692,1692,2691,2992,flour and vine,300 S Lamar Blvd Austin TX 78704,3.5,$20,167,flour and vine,300 S Lamar Blvd TX 78704,3.1,$35,10
1693,1693,2691,3060,flour and vine,300 S Lamar Blvd Austin TX 78704,3.5,$20,167,baker st pub & grill,3003 S Lamar Blvd Austin TX 78704,3.2,$50,5
1694,1694,2692,111,layang layang,1480 S De Anza Blvd San Jose CA 95129,3.5,$20,1134,layang layang,1480 S De Anza Blvd San Jose CA 95129,4.5,$40,5
1695,1695,2698,159,savore ristorante,200 Spring St New York NY 10012,3.5,$45,113,balthazar,80 Spring St New York NY 10012,4.5,$140,212
1696,1696,2698,219,savore ristorante,200 Spring St New York NY 10012,3.5,$45,113,balthazar,80 Spring St New York NY 10012,4.5,$140,212
1697,1697,2704,259,etta’s,2020 Western Ave Seattle WA 98121,3.5,$20,962,etta's,2020 Western Avenue Seattle WA 98121,3.9,$55,89
1698,1698,2706,1227,gato,324 Lafayette St New York NY 10012,4.0,$45,768,jack's wife freda,224 Lafayette St New York NY 10012,4.0,$60,28
1699,1699,2706,2800,gato,324 Lafayette St New York NY 10012,4.0,$45,768,gato,324 Lafayette St New York NY 10012,3.6,$120,17
1700,1700,2708,1757,toyoda sushi,12543 Lake City Way NE Seattle WA 98125,4.0,$20,246,thai one on,12343 Lake City Way NE Seattle WA 98125,3.9,$30,27
1701,1701,2708,1766,toyoda sushi,12543 Lake City Way NE Seattle WA 98125,4.0,$20,246,toyoda sushi,12543 Lake City Way NE Seattle WA 98125,4.1,$55,12
1702,1702,2708,2439,toyoda sushi,12543 Lake City Way NE Seattle WA 98125,4.0,$20,246,elliott bay brewery & pub,12537 Lake City Way NE Seattle WA 98125,3.6,$30,14
1703,1703,2708,2893,toyoda sushi,12543 Lake City Way NE Seattle WA 98125,4.0,$20,246,breakfast club,12306 Lake City Way NE Seattle WA 98125,3.2,$30,15
1704,1704,2709,1148,canon,928 12th Ave Seattle WA 98122,4.0,$20,576,canon,928 12th Avenue Seattle WA 98122,3.5,$60,23
1705,1705,2710,3123,king donuts,9232 Rainier Ave S Seattle WA 98118,4.0,$5,89,king donuts,9232 Rainier Avenue S Seattle WA 98118,3.8,$25,25
1706,1706,2711,2440,mediterranean express,1417 Broadway Seattle WA 98122,4.0,$5,252,mediterranean express,1417 Broadway Seattle WA 98122,3.6,$25,15
1707,1707,2712,3034,giovanni’s pizza,862 N 13th St San Jose CA 95112,4.0,$20,57,giovanni's pizza,862 N 13th St San Jose CA 95112,3.0,$20,1
1708,1708,2713,77,kisaku sushi,2101 N 55th St Seattle WA 98103,4.0,$20,559,kisaku sushi,2101 North 55th St Suite 100 Seattle WA 98103,4.1,$30,41
1709,1709,2713,2002,kisaku sushi,2101 N 55th St Seattle WA 98103,4.0,$20,559,elysian brewing tangletown,2106 N 55th St Seattle WA 98103,3.2,$45,10
1710,1710,2713,2613,kisaku sushi,2101 N 55th St Seattle WA 98103,4.0,$20,559,miyabi sushi,2208 North 45th St Seattle WA 98103,3.3,$30,11
1711,1711,2714,3040,china wok,9 N Market St San Jose CA 95113,3.0,$20,146,china wok,9 N Market St Downtown San Jose CA 95113,2.8,$35,1
1712,1712,2715,274,pacific inn pub,3501 Stone Way N Seattle WA 98103,4.0,$5,232,the whale wins,3506 Stone Way N Seattle WA 98103,3.6,$60,47
1713,1713,2715,2095,pacific inn pub,3501 Stone Way N Seattle WA 98103,4.0,$5,232,pacific inn pub,3501 Stone Way North Seattle WA 98103,3.7,$25,10
1714,1714,2716,2383,loving hut,925 Blossom Hill Rd San Jose CA 95123,4.0,$5,322,loving hut,Westfield Oakridge 925 Blossom Hill Road Suite 1746 San Jose CA 95123,3.1,$30,2
1715,1715,2718,294,the fish market,1007 Blossom Hill Rd San Jose CA 95123,3.5,$20,449,fish market,1007 Blossom Hill Road South San Jose San Jose CA 95123,3.5,$80,5
1716,1716,2719,433,la perlita,227 Congress Avenue Austin TX 78701,5.0,$45,1,second bar + kitchen,200 Congress Avenue Austin TX 78701,3.9,$90,42
1717,1717,2719,1842,la perlita,227 Congress Avenue Austin TX 78701,5.0,$45,1,the hideout coffee house,617 Congress Avenue Austin TX 78701,3.4,$25,7
1718,1718,2721,841,chen’s noodle house,8650 Spicewood Springs Rd Austin TX 78759,4.0,$5,368,asia cafe,8650 Spicewood Springs Road Austin TX 78759,4.1,$35,25
1719,1719,2721,1455,chen’s noodle house,8650 Spicewood Springs Rd Austin TX 78759,4.0,$5,368,camino real,8650 Spicewood Springs Road Austin TX 78759,3.5,$30,7
1720,1720,2721,1716,chen’s noodle house,8650 Spicewood Springs Rd Austin TX 78759,4.0,$5,368,chen's noodle house,8650 Spicewood Springs Road TX 78759,3.8,$25,11
1721,1721,2725,321,hoover’s cooking,2002 Manor Rd Austin TX 78722,3.5,$20,629,hoover's cooking,2002 Manor Road TX 78722,3.9,$50,41
1722,1722,2728,2195,bombay dhaba,1207 S 1st St Austin TX 78704,4.5,$5,189,lenoir,1807 S 1st St Austin TX 78704,3.5,$150,12
1723,1723,2730,2209,beso,11 Schuyler St Staten Island NY 10301,4.0,$20,324,beso,11 Schuyler St Staten Island NY 10301,4.2,$100,26
1724,1724,2731,828,pollo tropical,211 S Lamar Blvd Austin TX 78704,3.5,$5,35,dong nai,4211 S Lamar Blvd Austin TX 78704,3.8,$35,7
1725,1725,2731,923,pollo tropical,211 S Lamar Blvd Austin TX 78704,3.5,$5,35,black sheep lodge,2108 S Lamar Blvd Austin TX 78704,3.9,$50,21
1726,1726,2731,3054,pollo tropical,211 S Lamar Blvd Austin TX 78704,3.5,$5,35,the soup peddler,2801 S Lamar Blvd Austin TX 78704,3.3,$25,7
1727,1727,2731,3055,pollo tropical,211 S Lamar Blvd Austin TX 78704,3.5,$5,35,phil's icehouse,2901 S Lamar Blvd Austin TX 78704,3.3,$30,8
1728,1728,2732,142,katz’s delicatessen,205 E Houston St New York NY 10002,4.0,$20,7175,katz's delicatessen,205 East Houston St New York NY 10002,4.9,$30,444
1729,1729,2732,202,katz’s delicatessen,205 E Houston St New York NY 10002,4.0,$20,7175,katz's delicatessen,205 East Houston St New York NY 10002,4.9,$30,444
1730,1730,2734,505,tacodeli,12001 N Burnet Rd Austin TX 78758,4.0,$5,754,tacodeli,12001 N Burnet Road Austin TX 78758,4.3,$25,25
1731,1731,2740,783,momofuku ko,8 Extra Pl New York NY 10003,4.5,$91,149,momofuku ko,8 Extra Place New York NY 10003,4.0,$275,28
1732,1732,2745,72,café presse,1117 12th Ave Seattle WA 98122,4.0,$20,1007,caf presse,1117 12th Avenue Seattle WA 98122,4.5,$45,81
1733,1733,2748,2464,adey abeba ethiopian ,2123 E Union St Seattle WA 98122,4.5,$5,71,meskel ethiopian ,2605 E Cherry St Seattle WA 98122,3.7,$45,9
1734,1734,2749,1082,house pizzeria,5111 Airport Blvd Austin TX 78751,4.0,$20,499,house pizzeria,5111 Airport Blvd Austin TX 78751,3.7,$30,18
1735,1735,2750,283,plum vegan bistro,1429 12th Ave Seattle WA 98122,4.0,$20,940,osteria la spiga,1429 12th Avenue Seattle WA 98122,3.8,$65,57
1736,1736,2750,706,plum vegan bistro,1429 12th Ave Seattle WA 98122,4.0,$20,940,plum bistro,1429 12th Avenue Seattle WA 98122,3.9,$80,48
1737,1737,2751,1068,jo’s coffee,1300 S Congress Ave Austin TX 78704,4.0,$5,598,jo's,1300 S Congress Avenue Austin TX 78704,3.7,$30,15
1738,1738,2753,1100,taqueria los altos,3301 N Interstate 35 Austin TX 78722,4.0,$5,53,star seeds,3101 N Interstate 35 Austin TX 78722,3.5,$25,19
1739,1739,2755,3070,pueblo viejo,1606 E 6th St Austin TX 78702,4.5,$5,277,licha's cantina,1306 E 6th St Austin TX 78702,3.2,$50,7
1740,1740,2758,96,bill’s cafe,302 N Bascom Ave San Jose CA 95128,4.0,$20,758,bill's cafe,302 N Bascom Avenue San Jose CA 95128,4.1,$15,12
1741,1741,2759,102,bijan bakery & cafe,170 S Market St San Jose CA 95113,3.5,$5,628,the grill on the alley,172 S Market St San Jose CA 95113,3.9,$75,8
1742,1742,2759,300,bijan bakery & cafe,170 S Market St San Jose CA 95113,3.5,$5,628,mccormick & schmick's,170 S Market St  San Jose CA 95113,3.7,$30,7
1743,1743,2759,406,bijan bakery & cafe,170 S Market St San Jose CA 95113,3.5,$5,628,bijan bakery & cafe,170 South Market St Suite 110 San Jose CA 95113,3.5,$13,7
1744,1744,2762,406,fountain ,170 South Market St San Jose CA 95113,3.0,$20,105,bijan bakery & cafe,170 South Market St Suite 110 San Jose CA 95113,3.5,$13,7
1745,1745,2768,1253,queens comfort,40-09 30th Ave Astoria NY 11103,4.0,$20,1404,queens comfort,40-09 30th Avenue Queens NY 11103,4.0,$40,22
1746,1746,2769,1655,blush raw bar lounge,100 N Almaden Ave San Jose CA 95110,3.5,$20,750,blush raw bar lounge,San Pedro Square Market 100 N Almaden Avenue Suite 160 San Jose CA 95110,3.2,$65,2
1747,1747,2776,896,hi spot cafe,1410 34th Ave Seattle WA 98122,4.0,$20,314,hi spot cafe,1410 34th Avenue Madrona/Leschi Seattle WA 98122,4.1,$40,18
1748,1748,2777,2540,artusi,1535 14th Ave Seattle WA 98122,4.0,$20,144,artusi,1535 14th Avenue Seattle WA 98122,3.4,$70,11
1749,1749,2780,1758,hiroki,2224 N 56th St Seattle WA 98103,4.0,$20,264,hiroki,2224 N 56th St Seattle WA 98103,3.9,$15,19
1750,1750,2781,568,mistral kitchen,2020 Westlake Ave Seattle WA 98121,3.5,$45,467,mistral kitchen,2020 Westlake Avenue Seattle WA 98121,3.5,$150,42
1751,1751,2784,2110,bombay bistro,4200 S Lamar Blvd Austin TX 78704,4.0,$20,321,pei wei,4200 S Lamar Blvd Austin TX 78704,3.7,$25,6
1752,1752,2784,2760,bombay bistro,4200 S Lamar Blvd Austin TX 78704,4.0,$20,321,bombay bistro,4200 S Lamar Blvd Austin TX 78704,3.8,$45,9
1753,1753,2785,1999,royal grinders,3526 Fremont Pl N Seattle WA 98103,4.5,$5,471,royal grinders,3526 Fremont Place N Seattle WA 98103,3.7,$25,13
1754,1754,2787,448,halcyon,218 W 4th St Austin TX 78701,4.0,$20,663,pch,208 W 4th St Austin TX 78701,3.8,$120,30
1755,1755,2787,508,halcyon,218 W 4th St Austin TX 78701,4.0,$20,663,fad irish pub and ,214 W 4th St Austin TX 78701,3.8,$80,23
1756,1756,2787,779,halcyon,218 W 4th St Austin TX 78701,4.0,$20,663,halcyon,218 W 4th St Austin TX 78701,3.8,$45,21
1757,1757,2788,439,café java,11900 Metric Blvd Austin TX 78758,4.5,$5,704,cafe java,11900 Metric Blvd Suite K TX 78758,4.2,$25,28
1758,1758,2794,357,pizza california,1708 Oakland Rd San Jose CA 95131,4.0,$20,427,pizza california,1708 Oakland Road Suite 500 North San Jose San Jose CA 95131,3.8,$40,7
1759,1759,2796,1163,wing’s chinese ,131 Jackson St San Jose CA 95112,3.5,$20,308,shaburi,171 Jackson St San Jose CA 95112,3.7,$15,2
1760,1760,2796,1425,wing’s chinese ,131 Jackson St San Jose CA 95112,3.5,$20,308,wing's chinese,131 Jackson St San Jose CA 95112,3.6,$30,2
1761,1761,2797,3033,king’s burger house,980 S King Rd San Jose CA 95116,4.0,$5,124,king's burger house,980 S King Road East  San Jose CA 95116,3.0,$25,1
1762,1762,2798,2157,michi vino,1887 Matrix Blvd San Jose CA 95110,5.0,,1,vino vino,San Pedro Square Market 87 N San Pedro St Suite 105 San Jose CA 95110,3.2,$40,1
1763,1763,2801,776,smokeeaters,29 S 3rd St San Jose CA 95113,3.5,$20,816,smoke eaters,29 South 3rd St San Jose CA 95113,3.6,$45,4
1764,1764,2801,1281,smokeeaters,29 S 3rd St San Jose CA 95113,3.5,$20,816,smokeaters,29 S 3rd St San Jose CA 95113,3.3,$13,2
1765,1765,2804,366,tony di maggio’s pizza,3852 Monterey Hwy San Jose CA 95111,4.0,$20,503,tony di maggios pizza,3852 Monterey Highway San Jose CA 95111,3.9,$60,3
1766,1766,2805,999,endolyne joes,9261 45th Ave SW Seattle WA 98136,3.5,$20,398,endolyne joe's,9261 45th Avenue SW Seattle WA 98136,3.8,$45,35
1767,1767,2806,2596,michou,1904 Pike Pl Seattle WA 98101,4.5,$5,411,michou,Pike Place Market 1904 Pike Place Seattle WA 98101,3.8,$20,11
1768,1768,2808,81,ray’s boathouse,6049 Seaview Ave NW Seattle WA 98107,4.0,$45,756,ray's boathouse,6049 Seaview Avenue NW Seattle WA 98107,4.0,$130,116
1769,1769,2810,1096,thai kitchen,3009 Guadalupe St Austin TX 78705,3.5,$5,428,thai kitchen,3009 Guadalupe St Austin TX 78705,3.7,$30,18
1770,1770,2811,1757,kabsa house,12340 Lake City Way NE Seattle WA 98125,4.5,$20,16,thai one on,12343 Lake City Way NE Seattle WA 98125,3.9,$30,27
1771,1771,2811,1766,kabsa house,12340 Lake City Way NE Seattle WA 98125,4.5,$20,16,toyoda sushi,12543 Lake City Way NE Seattle WA 98125,4.1,$55,12
1772,1772,2811,2439,kabsa house,12340 Lake City Way NE Seattle WA 98125,4.5,$20,16,elliott bay brewery & pub,12537 Lake City Way NE Seattle WA 98125,3.6,$30,14
1773,1773,2811,2893,kabsa house,12340 Lake City Way NE Seattle WA 98125,4.5,$20,16,breakfast club,12306 Lake City Way NE Seattle WA 98125,3.2,$30,15
1774,1774,2813,1604,sarah’s mediterranean grill & market,5222 Burnet Rd Austin TX 78756,4.0,$5,428,sarah's mediterranean grill & market,5222 Burnet Road Suite 500 Austin TX 78756,3.8,$60,16
1775,1775,2814,2747,taquería chapala,2101 E Cesar Chavez St Austin TX 78702,4.0,$5,109,las cazuelas mexican,1701 E Cesar Chavez St Austin TX 78702,3.3,$45,7
1776,1776,2814,3164,taquería chapala,2101 E Cesar Chavez St Austin TX 78702,4.0,$5,109,mongers market and kitchen,2401 E Cesar Chavez St Austin TX 78702,3.4,$75,2
1777,1777,2815,455,tacodeli,1500 Spyglass Dr Austin TX 78746,4.5,$5,802,tacodeli,1500 Spyglass Drive Austin TX 78746,4.2,$20,22
1778,1778,2816,1451,cho sushi japanese fusion,4300 N Quinlan Park Rd Austin TX 78732,4.0,$20,166,cho sushi japanese fusion,4300 N Quinlan Park Road Ste 105 Austin TX 78732,4.0,$75,14
1779,1779,2817,55,wild burgers,1211 E 6th St Austin TX 78702,4.5,$5,24,buenos aires cafe,1201 E 6th St Austin TX 78702,4.1,$70,26
